"Dates";"G0";"Ta"
2013-01-30 22:10:00;0;7.26
2013-01-30 23:10:00;0;6.13
2013-01-31 00:10:00;0;4.3
2013-01-31 01:10:00;0;3.07
2013-01-31 02:10:00;0;2.23
2013-01-31 03:10:00;0;1.66
2013-01-31 04:10:00;0;1.11
2013-01-31 05:10:00;0;0.85
2013-01-31 06:10:00;0;0.89
2013-01-31 07:10:00;0;0.78
2013-01-31 08:10:00;86;1.06
2013-01-31 09:10:00;264.01;3.59
2013-01-31 10:10:00;412.01;6.32
2013-01-31 11:10:00;494.01;8.41
2013-01-31 12:10:00;540.01;10.33
2013-01-31 13:10:00;546.01;11.93
2013-01-31 14:10:00;480.01;13.03
2013-01-31 15:10:00;352.01;13.55
2013-01-31 16:10:00;196.01;13.38
2013-01-31 17:10:00;17.18;12.18
2013-01-31 18:10:00;0;10.36
2013-01-31 19:10:00;0;8.94
2013-01-31 20:10:00;0;7.38
2013-01-31 21:10:00;0;7.24
2013-01-31 22:10:00;0;7.84
2013-01-31 23:10:00;0;7.21
2013-02-01 00:10:00;0;6.6
2013-02-01 01:10:00;0;6.13
2013-02-01 02:10:00;0;5.6
2013-02-01 03:10:00;0;5.05
2013-02-01 04:10:00;0;4.54
2013-02-01 05:10:00;0;4.08
2013-02-01 06:10:00;0;3.48
2013-02-01 07:10:00;0;2.34
2013-02-01 08:10:00;62;2.01
2013-02-01 09:10:00;146;3.89
2013-02-01 10:10:00;251;7.38
2013-02-01 11:10:00;491.01;9.87
2013-02-01 12:10:00;553.01;11.68
2013-02-01 13:10:00;528.01;12.98
2013-02-01 14:10:00;465.01;13.82
2013-02-01 15:10:00;349.01;14.01
2013-02-01 16:10:00;192.01;13.23
2013-02-01 17:10:00;23.73;11.51
2013-02-01 18:10:00;0;9.63
2013-02-01 19:10:00;0;8.5
2013-02-01 20:10:00;0;7.68
2013-02-01 21:10:00;0;7.61
2013-02-01 22:10:00;0;7.84
2013-02-01 23:10:00;0;8.27
2013-02-02 00:10:00;0;8.15
2013-02-02 01:10:00;0;7.56
2013-02-02 02:10:00;0;7.13
2013-02-02 03:10:00;0;6.62
2013-02-02 04:10:00;0;5.42
2013-02-02 05:10:00;0;4.27
2013-02-02 06:10:00;0;3.5
2013-02-02 07:10:00;0;3.1
2013-02-02 08:10:00;91;2.99
2013-02-02 09:10:00;261.01;3.82
2013-02-02 10:10:00;412.01;4.92
2013-02-02 11:10:00;518.01;6.12
2013-02-02 12:10:00;570.01;7
2013-02-02 13:10:00;543.01;7.71
2013-02-02 14:10:00;441.01;8.32
2013-02-02 15:10:00;249;8.41
2013-02-02 16:10:00;86;7.88
2013-02-02 17:10:00;27.17;6.86
2013-02-02 18:10:00;0;5.62
2013-02-02 19:10:00;0;4.87
2013-02-02 20:10:00;0;4.17
2013-02-02 21:10:00;0;3.61
2013-02-02 22:10:00;0;3.2
2013-02-02 23:10:00;0;2.82
2013-02-03 00:10:00;0;2.46
2013-02-03 01:10:00;0;2.06
2013-02-03 02:10:00;0;1.75
2013-02-03 03:10:00;0;1.75
2013-02-03 04:10:00;0;1.72
2013-02-03 05:10:00;0;1.38
2013-02-03 06:10:00;0;1.11
2013-02-03 07:10:00;0;1.34
2013-02-03 08:10:00;94;1.4
2013-02-03 09:10:00;258.01;3.51
2013-02-03 10:10:00;402.01;5.06
2013-02-03 11:10:00;512.01;5.9
2013-02-03 12:10:00;569.01;6.7
2013-02-03 13:10:00;563.01;7.53
2013-02-03 14:10:00;459.01;8.02
2013-02-03 15:10:00;301;8.09
2013-02-03 16:10:00;194.01;7.9
2013-02-03 17:10:00;25.88;7.09
2013-02-03 18:10:00;0;5.68
2013-02-03 19:10:00;0;5.09
2013-02-03 20:10:00;0;3.71
2013-02-03 21:10:00;0;2.64
2013-02-03 22:10:00;0;2.14
2013-02-03 23:10:00;0;1.56
2013-02-04 00:10:00;0;0.57
2013-02-04 01:10:00;0;0.21
2013-02-04 02:10:00;0;-0.17
2013-02-04 03:10:00;0;-0.65
2013-02-04 04:10:00;0;-0.99
2013-02-04 05:10:00;0;-1.15
2013-02-04 06:10:00;0;-1.28
2013-02-04 07:10:00;0;-0.96
2013-02-04 08:10:00;96;-0.81
2013-02-04 09:10:00;285.01;1.98
2013-02-04 10:10:00;421.01;5.13
2013-02-04 11:10:00;456.01;7.46
2013-02-04 12:10:00;583.01;9.5
2013-02-04 13:10:00;577.01;10.84
2013-02-04 14:10:00;493.01;12.02
2013-02-04 15:10:00;371.01;12.6
2013-02-04 16:10:00;207.01;12.68
2013-02-04 17:10:00;30.85;11.49
2013-02-04 18:10:00;0;9.43
2013-02-04 19:10:00;0;8.15
2013-02-04 20:10:00;0;6.42
2013-02-04 21:10:00;0;5.73
2013-02-04 22:10:00;0;5.03
2013-02-04 23:10:00;0;4.53
2013-02-05 00:10:00;0;4.18
2013-02-05 01:10:00;0;3.03
2013-02-05 02:10:00;0;2.33
2013-02-05 03:10:00;0;1.7
2013-02-05 04:10:00;0;1.33
2013-02-05 05:10:00;0;1.25
2013-02-05 06:10:00;0;1.09
2013-02-05 07:10:00;0;1.71
2013-02-05 08:10:00;102;1.58
2013-02-05 09:10:00;258.01;4.47
2013-02-05 10:10:00;430.01;7.67
2013-02-05 11:10:00;538.01;9.95
2013-02-05 12:10:00;598.01;11.49
2013-02-05 13:10:00;585.01;12.66
2013-02-05 14:10:00;499.01;13.09
2013-02-05 15:10:00;375.01;13.04
2013-02-05 16:10:00;154;12.68
2013-02-05 17:10:00;28.17;11.46
2013-02-05 18:10:00;0;9.5
2013-02-05 19:10:00;0;8.52
2013-02-05 20:10:00;0;7.5
2013-02-05 21:10:00;0;6.73
2013-02-05 22:10:00;0;6.25
2013-02-05 23:10:00;0;6.07
2013-02-06 00:10:00;0;5.61
2013-02-06 01:10:00;0;5
2013-02-06 02:10:00;0;4.65
2013-02-06 03:10:00;0;4.32
2013-02-06 04:10:00;0;3.94
2013-02-06 05:10:00;0;3.71
2013-02-06 06:10:00;0;3.49
2013-02-06 07:10:00;0;3.63
2013-02-06 08:10:00;106;3.85
2013-02-06 09:10:00;274.01;4.5
2013-02-06 10:10:00;428.01;5.36
2013-02-06 11:10:00;535.01;6.58
2013-02-06 12:10:00;555.01;7.42
2013-02-06 13:10:00;560.01;8.16
2013-02-06 14:10:00;403.01;8.57
2013-02-06 15:10:00;369.01;8.36
2013-02-06 16:10:00;216.01;7.65
2013-02-06 17:10:00;39.4;6.79
2013-02-06 18:10:00;0;5.71
2013-02-06 19:10:00;0;5.4
2013-02-06 20:10:00;0;4.68
2013-02-06 21:10:00;0;4.14
2013-02-06 22:10:00;0;3.75
2013-02-06 23:10:00;0;3.21
2013-02-07 00:10:00;0;2.71
2013-02-07 01:10:00;0;2.25
2013-02-07 02:10:00;0;1.88
2013-02-07 03:10:00;0;1.88
2013-02-07 04:10:00;0;1.46
2013-02-07 05:10:00;0;1.26
2013-02-07 06:10:00;0;1.11
2013-02-07 07:10:00;0;0.73
2013-02-07 08:10:00;107;0.53
2013-02-07 09:10:00;264.01;2.51
2013-02-07 10:10:00;435.01;4.19
2013-02-07 11:10:00;469.01;5.46
2013-02-07 12:10:00;407;6.02
2013-02-07 13:10:00;558.01;6.5
2013-02-07 14:10:00;512.01;6.88
2013-02-07 15:10:00;368.01;7.19
2013-02-07 16:10:00;205;7.08
2013-02-07 17:10:00;35.09;6.52
2013-02-07 18:10:00;0;5.29
2013-02-07 19:10:00;0;4.38
2013-02-07 20:10:00;0;3.48
2013-02-07 21:10:00;0;2.63
2013-02-07 22:10:00;0;1.88
2013-02-07 23:10:00;0;1.3
2013-02-08 00:10:00;0;0.82
2013-02-08 01:10:00;0;0.51
2013-02-08 02:10:00;0;0.2
2013-02-08 03:10:00;0;0.02
2013-02-08 04:10:00;0;-0.01
2013-02-08 05:10:00;0;0.01
2013-02-08 06:10:00;0;0.35
2013-02-08 07:10:00;0;1.06
2013-02-08 08:10:00;113;1.67
2013-02-08 09:10:00;289.01;3.72
2013-02-08 10:10:00;430.01;5.63
2013-02-08 11:10:00;480.01;7.07
2013-02-08 12:10:00;549.01;7.83
2013-02-08 13:10:00;277;8.34
2013-02-08 14:10:00;112;8.58
2013-02-08 15:10:00;291;8.49
2013-02-08 16:10:00;235.01;7.85
2013-02-08 17:10:00;47.16;6.87
2013-02-08 18:10:00;0;5.44
2013-02-08 19:10:00;0;4.53
2013-02-08 20:10:00;0;3.48
2013-02-08 21:10:00;0;2.71
2013-02-08 22:10:00;0;2.1
2013-02-08 23:10:00;0;1.53
2013-02-09 00:10:00;0;1.16
2013-02-09 01:10:00;0;0.99
2013-02-09 02:10:00;0;0.61
2013-02-09 03:10:00;0;0.02
2013-02-09 04:10:00;0;-0.54
2013-02-09 05:10:00;0;-0.64
2013-02-09 06:10:00;0;-0.3
2013-02-09 07:10:00;0;-0.46
2013-02-09 08:10:00;92;0.23
2013-02-09 09:10:00;168;2.78
2013-02-09 10:10:00;278;4.62
2013-02-09 11:10:00;463.01;6
2013-02-09 12:10:00;495.01;6.87
2013-02-09 13:10:00;563.01;7.91
2013-02-09 14:10:00;511.01;8.52
2013-02-09 15:10:00;393.01;9.03
2013-02-09 16:10:00;221.01;8.79
2013-02-09 17:10:00;37.47;8.03
2013-02-09 18:10:00;0;6.56
2013-02-09 19:10:00;0;5.11
2013-02-09 20:10:00;0;3.39
2013-02-09 21:10:00;0;2.26
2013-02-09 22:10:00;0;1.43
2013-02-09 23:10:00;0;0.59
2013-02-10 00:10:00;0;0.05
2013-02-10 01:10:00;0;-0.18
2013-02-10 02:10:00;0;-0.51
2013-02-10 03:10:00;0;-0.76
2013-02-10 04:10:00;0;-0.95
2013-02-10 05:10:00;0;-1.16
2013-02-10 06:10:00;0;-1.05
2013-02-10 07:10:00;0;-0.76
2013-02-10 08:10:00;119;0.36
2013-02-10 09:10:00;228;2.94
2013-02-10 10:10:00;329;5.41
2013-02-10 11:10:00;324;7.12
2013-02-10 12:10:00;437;8.25
2013-02-10 13:10:00;362;8.82
2013-02-10 14:10:00;335;8.91
2013-02-10 15:10:00;357.01;8.7
2013-02-10 16:10:00;102;8.19
2013-02-10 17:10:00;28.57;7.13
2013-02-10 18:10:00;0;6.38
2013-02-10 19:10:00;0;6.61
2013-02-10 20:10:00;0;5.88
2013-02-10 21:10:00;0;5.38
2013-02-10 22:10:00;0;4.63
2013-02-10 23:10:00;0;3.73
2013-02-11 00:10:00;0;2.88
2013-02-11 01:10:00;0;1.76
2013-02-11 02:10:00;0;1.57
2013-02-11 03:10:00;0;0.94
2013-02-11 04:10:00;0;0.58
2013-02-11 05:10:00;0;0.33
2013-02-11 06:10:00;0;0.09
2013-02-11 07:10:00;0;0.06
2013-02-11 08:10:00;131;0.27
2013-02-11 09:10:00;237;1.58
2013-02-11 10:10:00;449.01;2.79
2013-02-11 11:10:00;551.01;3.8
2013-02-11 12:10:00;614.01;4.91
2013-02-11 13:10:00;369;5.61
2013-02-11 14:10:00;370;6.09
2013-02-11 15:10:00;155;6.32
2013-02-11 16:10:00;89;6.15
2013-02-11 17:10:00;56.88;5.6
2013-02-11 18:10:00;0;4.27
2013-02-11 19:10:00;0;3.34
2013-02-11 20:10:00;0;2.54
2013-02-11 21:10:00;0;2.09
2013-02-11 22:10:00;0;1.64
2013-02-11 23:10:00;0;1.21
2013-02-12 00:10:00;0;0.83
2013-02-12 01:10:00;0;0.44
2013-02-12 02:10:00;0;0.14
2013-02-12 03:10:00;0;-0.07
2013-02-12 04:10:00;0;-0.23
2013-02-12 05:10:00;0;-0.26
2013-02-12 06:10:00;0;-0.27
2013-02-12 07:10:00;0;-0.17
2013-02-12 08:10:00;129;0.18
2013-02-12 09:10:00;304.01;2.26
2013-02-12 10:10:00;459.01;4.03
2013-02-12 11:10:00;569.01;6.21
2013-02-12 12:10:00;592.01;7.34
2013-02-12 13:10:00;608.01;8.25
2013-02-12 14:10:00;533.01;8.87
2013-02-12 15:10:00;359.01;8.79
2013-02-12 16:10:00;188;8.48
2013-02-12 17:10:00;50.4;7.67
2013-02-12 18:10:00;0;6.37
2013-02-12 19:10:00;0;5.71
2013-02-12 20:10:00;0;4.74
2013-02-12 21:10:00;0;4.2
2013-02-12 22:10:00;0;4.14
2013-02-12 23:10:00;0;4.04
2013-02-13 00:10:00;0;3.78
2013-02-13 01:10:00;0;3.21
2013-02-13 02:10:00;0;3.12
2013-02-13 03:10:00;0;2.84
2013-02-13 04:10:00;0;3.19
2013-02-13 05:10:00;0;3.44
2013-02-13 06:10:00;0;3.61
2013-02-13 07:10:00;0;4.04
2013-02-13 08:10:00;131;4.49
2013-02-13 09:10:00;307.01;5.46
2013-02-13 10:10:00;432.01;6.91
2013-02-13 11:10:00;572.01;8.75
2013-02-13 12:10:00;160;10.71
2013-02-13 13:10:00;134;12.26
2013-02-13 14:10:00;92;13.07
2013-02-13 15:10:00;227;13.25
2013-02-13 16:10:00;126;13.1
2013-02-13 17:10:00;33;12.3
2013-02-13 18:10:00;0;10.72
2013-02-13 19:10:00;0;9.23
2013-02-13 20:10:00;0;7.74
2013-02-13 21:10:00;0;6.15
2013-02-13 22:10:00;0;4.58
2013-02-13 23:10:00;0;3.51
2013-02-14 00:10:00;0;2.78
2013-02-14 01:10:00;0;2.28
2013-02-14 02:10:00;0;1.57
2013-02-14 03:10:00;0;0.94
2013-02-14 04:10:00;0;0.4
2013-02-14 05:10:00;0;0.02
2013-02-14 06:10:00;0;-0.24
2013-02-14 07:10:00;0;-0.38
2013-02-14 08:10:00;138;0.22
2013-02-14 09:10:00;319.01;3.84
2013-02-14 10:10:00;475.01;7.01
2013-02-14 11:10:00;586.01;9.48
2013-02-14 12:10:00;637.01;11.25
2013-02-14 13:10:00;633.01;12.5
2013-02-14 14:10:00;544.01;13.33
2013-02-14 15:10:00;423.01;13.77
2013-02-14 16:10:00;253.01;13.78
2013-02-14 17:10:00;71;13.14
2013-02-14 18:10:00;0;11.31
2013-02-14 19:10:00;0;9.25
2013-02-14 20:10:00;0;9.62
2013-02-14 21:10:00;0;8.15
2013-02-14 22:10:00;0;5.07
2013-02-14 23:10:00;0;3.45
2013-02-15 00:10:00;0;2.5
2013-02-15 01:10:00;0;2.03
2013-02-15 02:10:00;0;1.7
2013-02-15 03:10:00;0;1.4
2013-02-15 04:10:00;0;1.11
2013-02-15 05:10:00;0;0.75
2013-02-15 06:10:00;0;0.34
2013-02-15 07:10:00;0;-0.23
2013-02-15 08:10:00;142;0.48
2013-02-15 09:10:00;322.01;4.9
2013-02-15 10:10:00;467.01;8.35
2013-02-15 11:10:00;576.01;10.66
2013-02-15 12:10:00;626.01;12.18
2013-02-15 13:10:00;574.01;13.13
2013-02-15 14:10:00;478.01;13.7
2013-02-15 15:10:00;380.01;13.91
2013-02-15 16:10:00;253.01;13.79
2013-02-15 17:10:00;72;13.08
2013-02-15 18:10:00;0;11.27
2013-02-15 19:10:00;0;8.7
2013-02-15 20:10:00;0;7.77
2013-02-15 21:10:00;0;8.04
2013-02-15 22:10:00;0;8.24
2013-02-15 23:10:00;0;6.96
2013-02-16 00:10:00;0;5.12
2013-02-16 01:10:00;0;3.55
2013-02-16 02:10:00;0;2.54
2013-02-16 03:10:00;0;2.14
2013-02-16 04:10:00;0;1.94
2013-02-16 05:10:00;0;1.72
2013-02-16 06:10:00;0;1.43
2013-02-16 07:10:00;0;1.02
2013-02-16 08:10:00;136;1.79
2013-02-16 09:10:00;286;4.97
2013-02-16 10:10:00;420.01;8.12
2013-02-16 11:10:00;568.01;10.01
2013-02-16 12:10:00;635.01;11.21
2013-02-16 13:10:00;532.01;11.91
2013-02-16 14:10:00;452.01;12.46
2013-02-16 15:10:00;268;12.55
2013-02-16 16:10:00;174;12.37
2013-02-16 17:10:00;46;11.65
2013-02-16 18:10:00;0;10.51
2013-02-16 19:10:00;0;8.84
2013-02-16 20:10:00;0;8.36
2013-02-16 21:10:00;0;8.5
2013-02-16 22:10:00;0;8.25
2013-02-16 23:10:00;0;7.39
2013-02-17 00:10:00;0;6.21
2013-02-17 01:10:00;0;4.21
2013-02-17 02:10:00;0;3.37
2013-02-17 03:10:00;0;2.11
2013-02-17 04:10:00;0;1.29
2013-02-17 05:10:00;0;0.94
2013-02-17 06:10:00;0;0.8
2013-02-17 07:10:00;0;1.78
2013-02-17 08:10:00;64;2.78
2013-02-17 09:10:00;119;5.88
2013-02-17 10:10:00;226;8.05
2013-02-17 11:10:00;282;9.44
2013-02-17 12:10:00;351;10.71
2013-02-17 13:10:00;416;10.94
2013-02-17 14:10:00;219;10.81
2013-02-17 15:10:00;165;10.05
2013-02-17 16:10:00;127;9.41
2013-02-17 17:10:00;55;8.84
2013-02-17 18:10:00;0;7.92
2013-02-17 19:10:00;0;7.47
2013-02-17 20:10:00;0;6.89
2013-02-17 21:10:00;0;6.59
2013-02-17 22:10:00;0;6.31
2013-02-17 23:10:00;0;5.91
2013-02-18 00:10:00;0;5.78
2013-02-18 01:10:00;0;5.82
2013-02-18 02:10:00;0;5.93
2013-02-18 03:10:00;0;5.88
2013-02-18 04:10:00;0;5.49
2013-02-18 05:10:00;0;5.68
2013-02-18 06:10:00;0;5.5
2013-02-18 07:10:00;0;5.46
2013-02-18 08:10:00;73;5.94
2013-02-18 09:10:00;94;7.26
2013-02-18 10:10:00;66;8.24
2013-02-18 11:10:00;114;9.65
2013-02-18 12:10:00;223;10.21
2013-02-18 13:10:00;482;10.72
2013-02-18 14:10:00;492.01;11.25
2013-02-18 15:10:00;377.01;11.32
2013-02-18 16:10:00;253;11.14
2013-02-18 17:10:00;61;10.79
2013-02-18 18:10:00;0;9.55
2013-02-18 19:10:00;0;8.17
2013-02-18 20:10:00;0;7.32
2013-02-18 21:10:00;0;6.68
2013-02-18 22:10:00;0;6.38
2013-02-18 23:10:00;0;6.29
2013-02-19 00:10:00;0;5.88
2013-02-19 01:10:00;0;5.59
2013-02-19 02:10:00;0;5.4
2013-02-19 03:10:00;0;5.57
2013-02-19 04:10:00;0;5.65
2013-02-19 05:10:00;0;5.69
2013-02-19 06:10:00;0;5.74
2013-02-19 07:10:00;0;6.38
2013-02-19 08:10:00;70;6.66
2013-02-19 09:10:00;146;7.02
2013-02-19 10:10:00;306;7.27
2013-02-19 11:10:00;259;7.66
2013-02-19 12:10:00;91;8.86
2013-02-19 13:10:00;100;9.9
2013-02-19 14:10:00;214;11.05
2013-02-19 15:10:00;211;10.93
2013-02-19 16:10:00;191;10.8
2013-02-19 17:10:00;73;9.97
2013-02-19 18:10:00;0;8.96
2013-02-19 19:10:00;0;8.05
2013-02-19 20:10:00;0;7.71
2013-02-19 21:10:00;0;7.55
2013-02-19 22:10:00;0;7.37
2013-02-19 23:10:00;0;7.29
2013-02-20 00:10:00;0;7.1
2013-02-20 01:10:00;0;6.88
2013-02-20 02:10:00;0;6.73
2013-02-20 03:10:00;0;6.56
2013-02-20 04:10:00;0;6.46
2013-02-20 05:10:00;0;6.38
2013-02-20 06:10:00;0;6.41
2013-02-20 07:10:00;0;6.47
2013-02-20 08:10:00;118;6.78
2013-02-20 09:10:00;189;7.3
2013-02-20 10:10:00;204;8.09
2013-02-20 11:10:00;281;8.96
2013-02-20 12:10:00;304;9.98
2013-02-20 13:10:00;379;11.02
2013-02-20 14:10:00;567.01;11.23
2013-02-20 15:10:00;454.01;11.06
2013-02-20 16:10:00;260;11.07
2013-02-20 17:10:00;94;10.83
2013-02-20 18:10:00;0;9.94
2013-02-20 19:10:00;0;8.78
2013-02-20 20:10:00;0;8.26
2013-02-20 21:10:00;0;7.8
2013-02-20 22:10:00;0;7.55
2013-02-20 23:10:00;0;7.11
2013-02-21 00:10:00;0;6.73
2013-02-21 01:10:00;0;6.49
2013-02-21 02:10:00;0;6.15
2013-02-21 03:10:00;0;5.58
2013-02-21 04:10:00;0;5.05
2013-02-21 05:10:00;0;4.33
2013-02-21 06:10:00;0;4
2013-02-21 07:10:00;0;4.72
2013-02-21 08:10:00;87;5.04
2013-02-21 09:10:00;70;6.18
2013-02-21 10:10:00;177;6.93
2013-02-21 11:10:00;115;8.07
2013-02-21 12:10:00;264;9.01
2013-02-21 13:10:00;176;9.67
2013-02-21 14:10:00;324;9.91
2013-02-21 15:10:00;139;9.91
2013-02-21 16:10:00;50;10
2013-02-21 17:10:00;63;9.61
2013-02-21 18:10:00;0;8.65
2013-02-21 19:10:00;0;7.89
2013-02-21 20:10:00;0;7.29
2013-02-21 21:10:00;0;7.09
2013-02-21 22:10:00;0;7.24
2013-02-21 23:10:00;0;7.26
2013-02-22 00:10:00;0;7.24
2013-02-22 01:10:00;0;7.23
2013-02-22 02:10:00;0;7.11
2013-02-22 03:10:00;0;6.85
2013-02-22 04:10:00;0;6.82
2013-02-22 05:10:00;0;6.59
2013-02-22 06:10:00;0;6.28
2013-02-22 07:10:00;0;5.1
2013-02-22 08:10:00;171;5.4
2013-02-22 09:10:00;357.01;6.24
2013-02-22 10:10:00;466.01;7.71
2013-02-22 11:10:00;319;8.69
2013-02-22 12:10:00;552.01;9.05
2013-02-22 13:10:00;553.01;9.85
2013-02-22 14:10:00;104;10.04
2013-02-22 15:10:00;90;9.72
2013-02-22 16:10:00;26;7.83
2013-02-22 17:10:00;23;6.82
2013-02-22 18:10:00;0;6.15
2013-02-22 19:10:00;0;5.94
2013-02-22 20:10:00;0;5.6
2013-02-22 21:10:00;0;5.26
2013-02-22 22:10:00;0;4.87
2013-02-22 23:10:00;0;4.64
2013-02-23 00:10:00;0;4.06
2013-02-23 01:10:00;0;3.63
2013-02-23 02:10:00;0;3.33
2013-02-23 03:10:00;0;3.15
2013-02-23 04:10:00;0;2.91
2013-02-23 05:10:00;0;2.74
2013-02-23 06:10:00;0;1.79
2013-02-23 07:10:00;0;1.16
2013-02-23 08:10:00;181;0.38
2013-02-23 09:10:00;368.01;0.75
2013-02-23 10:10:00;534.01;1.77
2013-02-23 11:10:00;652.01;2.88
2013-02-23 12:10:00;690.01;3.9
2013-02-23 13:10:00;688.01;4.62
2013-02-23 14:10:00;600.01;5.04
2013-02-23 15:10:00;470.01;5.08
2013-02-23 16:10:00;296.01;4.73
2013-02-23 17:10:00;108;4
2013-02-23 18:10:00;0;3.2
2013-02-23 19:10:00;0;2.59
2013-02-23 20:10:00;0;1.2
2013-02-23 21:10:00;0;1.9
2013-02-23 22:10:00;0;0.81
2013-02-23 23:10:00;0;-0.56
2013-02-24 00:10:00;0;-1.31
2013-02-24 01:10:00;0;-1.27
2013-02-24 02:10:00;0;-1.06
2013-02-24 03:10:00;0;-1.36
2013-02-24 04:10:00;0;-1.63
2013-02-24 05:10:00;0;-1.42
2013-02-24 06:10:00;0;-1.17
2013-02-24 07:10:00;0;-2.67
2013-02-24 08:10:00;185;-1.83
2013-02-24 09:10:00;370.01;1.13
2013-02-24 10:10:00;531.01;2.71
2013-02-24 11:10:00;644.01;4.48
2013-02-24 12:10:00;677.01;5.51
2013-02-24 13:10:00;537.01;6.15
2013-02-24 14:10:00;320;6.7
2013-02-24 15:10:00;473.01;6.69
2013-02-24 16:10:00;217;6.19
2013-02-24 17:10:00;23;5.39
2013-02-24 18:10:00;0;4.11
2013-02-24 19:10:00;0;3.23
2013-02-24 20:10:00;0;2.43
2013-02-24 21:10:00;0;1.56
2013-02-24 22:10:00;0;0.64
2013-02-24 23:10:00;0;-0.19
2013-02-25 00:10:00;0;-1.03
2013-02-25 01:10:00;0;-1.83
2013-02-25 02:10:00;0;-2.37
2013-02-25 03:10:00;0;-2.67
2013-02-25 04:10:00;0;-2.97
2013-02-25 05:10:00;0;-3.05
2013-02-25 06:10:00;0;-2.82
2013-02-25 07:10:00;0;-2.33
2013-02-25 08:10:00;193;-0.63
2013-02-25 09:10:00;379.01;1.41
2013-02-25 10:10:00;543.01;3.16
2013-02-25 11:10:00;584.01;4.16
2013-02-25 12:10:00;391;4.92
2013-02-25 13:10:00;362;5.46
2013-02-25 14:10:00;404;6.25
2013-02-25 15:10:00;206;6.25
2013-02-25 16:10:00;235;5.79
2013-02-25 17:10:00;114;5.53
2013-02-25 18:10:00;0;4.38
2013-02-25 19:10:00;0;3.21
2013-02-25 20:10:00;0;2.1
2013-02-25 21:10:00;0;1.18
2013-02-25 22:10:00;0;0.19
2013-02-25 23:10:00;0;-0.94
2013-02-26 00:10:00;0;-1.87
2013-02-26 01:10:00;0;-2.39
2013-02-26 02:10:00;0;-2.69
2013-02-26 03:10:00;0;-2.86
2013-02-26 04:10:00;0;-2.22
2013-02-26 05:10:00;0;-1.8
2013-02-26 06:10:00;0;-2.02
2013-02-26 07:10:00;0;-2.57
2013-02-26 08:10:00;204;-1.16
2013-02-26 09:10:00;381.01;1.84
2013-02-26 10:10:00;400;3.69
2013-02-26 11:10:00;505;5.17
2013-02-26 12:10:00;549.01;6.61
2013-02-26 13:10:00;77;7.16
2013-02-26 14:10:00;296;7.03
2013-02-26 15:10:00;275;7.11
2013-02-26 16:10:00;179;7.09
2013-02-26 17:10:00;71;6.92
2013-02-26 18:10:00;0;5.86
2013-02-26 19:10:00;0;3.94
2013-02-26 20:10:00;0;2.91
2013-02-26 21:10:00;0;2.73
2013-02-26 22:10:00;0;2.8
2013-02-26 23:10:00;0;2.16
2013-02-27 00:10:00;0;1.62
2013-02-27 01:10:00;0;-0.25
2013-02-27 02:10:00;0;-1.03
2013-02-27 03:10:00;0;-0.79
2013-02-27 04:10:00;0;-0.67
2013-02-27 05:10:00;0;-0.55
2013-02-27 06:10:00;0;-0.52
2013-02-27 07:10:00;0;-0.36
2013-02-27 08:10:00;86;0.19
2013-02-27 09:10:00;178;1.27
2013-02-27 10:10:00;343;2.36
2013-02-27 11:10:00;348;3.47
2013-02-27 12:10:00;360;4.36
2013-02-27 13:10:00;118;4.83
2013-02-27 14:10:00;87;5.07
2013-02-27 15:10:00;122;5.19
2013-02-27 16:10:00;104;4.97
2013-02-27 17:10:00;46;4.24
2013-02-27 18:10:00;0;3.38
2013-02-27 19:10:00;0;2.28
2013-02-27 20:10:00;0;1.69
2013-02-27 21:10:00;0;1.42
2013-02-27 22:10:00;0;1.25
2013-02-27 23:10:00;0;1.09
2013-02-28 00:10:00;0;0.98
2013-02-28 01:10:00;0;0.92
2013-02-28 02:10:00;0;0.55
2013-02-28 03:10:00;0;0.1
2013-02-28 04:10:00;0;-0.07
2013-02-28 05:10:00;0;-0.32
2013-02-28 06:10:00;0;-0.36
2013-02-28 07:10:00;7;-0.22
2013-02-28 08:10:00;100;0.61
2013-02-28 09:10:00;168;2.19
2013-02-28 10:10:00;156;3.4
2013-02-28 11:10:00;111;4.26
2013-02-28 12:10:00;405;4.46
2013-02-28 13:10:00;231;5.49
2013-02-28 14:10:00;126;5.6
2013-02-28 15:10:00;93;5.32
2013-02-28 16:10:00;87;4.74
2013-02-28 17:10:00;28;3.63
2013-02-28 18:10:00;0;3.12
2013-02-28 19:10:00;0;2.63
2013-02-28 20:10:00;0;2.48
2013-02-28 21:10:00;0;2.56
2013-02-28 22:10:00;0;2.54
2013-02-28 23:10:00;0;2.5
2013-03-01 00:10:00;0;2.41
2013-03-01 01:10:00;0;2.31
2013-03-01 02:10:00;0;2.18
2013-03-01 03:10:00;0;1.93
2013-03-01 04:10:00;0;1.5
2013-03-01 05:10:00;0;0.98
2013-03-01 06:10:00;0;0.94
2013-03-01 07:10:00;20.59;1.24
2013-03-01 08:10:00;156;1.8
2013-03-01 09:10:00;279;3.35
2013-03-01 10:10:00;529.01;5.07
2013-03-01 11:10:00;617.01;6.73
2013-03-01 12:10:00;495;7.84
2013-03-01 13:10:00;438;8.76
2013-03-01 14:10:00;568.01;9.03
2013-03-01 15:10:00;401;9.26
2013-03-01 16:10:00;229;9.49
2013-03-01 17:10:00;63;8.86
2013-03-01 18:10:00;0;7.46
